"","Date","Region","Thermal.Generation.Actual..in.MU.","Hydro.Generation.Actual..in.MU."
"1811",2018-08-30,"Northern",669.47,327.74
"1812",2018-08-30,"Western",1189.67,43.32
"1813",2018-08-30,"Southern",612.02,84.41
"1814",2018-08-30,"Eastern",423.42,77.99
"1815",2018-08-30,"NorthEastern",30.1,31.81
"1816",2018-09-01,"Northern",668.23,257.18
"1817",2018-09-01,"Western",1166.94,62.03
"1818",2018-09-01,"Southern",608.37,95.33
"1819",2018-09-01,"Eastern",418.45,79
"1820",2018-09-01,"NorthEastern",30.22,31.18
"1821",2018-09-02,"Northern",668.23,257.18
"1822",2018-09-02,"Western",1166.94,62.03
"1823",2018-09-02,"Southern",608.37,95.33
"1824",2018-09-02,"Eastern",418.45,79
"1825",2018-09-02,"NorthEastern",30.22,31.18
"1826",2018-09-03,"Northern",668.23,257.18
"1827",2018-09-03,"Western",1166.94,62.03
"1828",2018-09-03,"Southern",608.37,95.33
"1829",2018-09-03,"Eastern",418.45,79
"1830",2018-09-03,"NorthEastern",30.22,31.18
"1831",2018-09-04,"Northern",668.23,257.18
"1832",2018-09-04,"Western",1170.43,62.03
"1833",2018-09-04,"Southern",611.63,95.33
"1834",2018-09-04,"Eastern",418.45,79
"1835",2018-09-04,"NorthEastern",30.22,31.18
"1836",2018-09-05,"Northern",663.73,257.18
"1837",2018-09-05,"Western",1170.43,62.03
"1838",2018-09-05,"Southern",611.63,95.33
"1839",2018-09-05,"Eastern",433.26,79
"1840",2018-09-05,"NorthEastern",30.22,31.18
"1841",2018-09-06,"Northern",663.73,257.18
"1842",2018-09-06,"Western",1170.43,62.03
"1843",2018-09-06,"Southern",607.63,95.33
"1844",2018-09-06,"Eastern",433.26,79
"1845",2018-09-06,"NorthEastern",30.22,31.18
"1846",2018-09-07,"Northern",667.36,257.18
"1847",2018-09-07,"Western",1170.43,62.03
"1848",2018-09-07,"Southern",611.13,95.33
"1849",2018-09-07,"Eastern",433.26,79
"1850",2018-09-07,"NorthEastern",30.22,31.18
"1851",2018-09-08,"Northern",665.65,257.18
"1852",2018-09-08,"Western",1159.43,62.03
"1853",2018-09-08,"Southern",611.13,95.33
"1854",2018-09-08,"Eastern",433.26,79
"1855",2018-09-08,"NorthEastern",30.22,31.18
"1856",2018-09-09,"Northern",665.65,257.18
"1857",2018-09-09,"Western",1150.81,62.03
"1858",2018-09-09,"Southern",608,95.33
"1859",2018-09-09,"Eastern",433.26,79
"1860",2018-09-09,"NorthEastern",30.22,31.18
"1861",2018-09-10,"Northern",665.65,257.18
"1862",2018-09-10,"Western",1150.81,62.03
"1863",2018-09-10,"Southern",608,95.33
"1864",2018-09-10,"Eastern",428.15,79
"1865",2018-09-10,"NorthEastern",30.22,31.18
"1866",2018-09-11,"Northern",665.65,257.18
"1867",2018-09-11,"Western",1154.26,62.03
"1868",2018-09-11,"Southern",608,95.33
"1869",2018-09-11,"Eastern",431.25,79
"1870",2018-09-11,"NorthEastern",30.22,31.18
"1871",2018-09-12,"Northern",665.65,257.18
"1872",2018-09-12,"Western",1154.26,62.03
"1873",2018-09-12,"Southern",608,95.33
"1874",2018-09-12,"Eastern",431.25,79
"1875",2018-09-12,"NorthEastern",30.22,31.18
"1876",2018-09-13,"Northern",670.59,257.18
"1877",2018-09-13,"Western",1154.26,62.03
"1878",2018-09-13,"Southern",616.72,95.33
"1879",2018-09-13,"Eastern",431.25,79
"1880",2018-09-13,"NorthEastern",30.22,31.18
"1881",2018-09-14,"Northern",670.59,257.18
"1882",2018-09-14,"Western",1156.38,62.03
"1883",2018-09-14,"Southern",631.14,95.33
"1884",2018-09-14,"Eastern",449.66,79
"1885",2018-09-14,"NorthEastern",30.22,31.18
"1886",2018-09-15,"Northern",667.38,257.18
"1887",2018-09-15,"Western",1166.01,62.03
"1888",2018-09-15,"Southern",631.14,95.33
"1889",2018-09-15,"Eastern",449.66,79
"1890",2018-09-15,"NorthEastern",30.22,31.18
"1891",2018-09-16,"Northern",667.38,257.18
"1892",2018-09-16,"Western",1168.74,62.03
"1893",2018-09-16,"Southern",631.14,95.33
"1894",2018-09-16,"Eastern",456.4,79
"1895",2018-09-16,"NorthEastern",30.22,31.18
"1896",2018-09-17,"Northern",667.38,257.18
"1897",2018-09-17,"Western",1168.74,62.03
"1898",2018-09-17,"Southern",631.14,95.33
"1899",2018-09-17,"Eastern",456.4,79
"1900",2018-09-17,"NorthEastern",30.22,31.18
"1901",2018-09-18,"Northern",666.5,257.18
"1902",2018-09-18,"Western",1166.43,62.03
"1903",2018-09-18,"Southern",631.14,95.33
"1904",2018-09-18,"Eastern",456.4,79
"1905",2018-09-18,"NorthEastern",30.22,31.18
"1906",2018-09-19,"Northern",666.5,257.18
"1907",2018-09-19,"Western",1169.35,62.03
"1908",2018-09-19,"Southern",631.14,95.33
"1909",2018-09-19,"Eastern",456.4,79
"1910",2018-09-19,"NorthEastern",30.22,31.18
"1911",2018-09-20,"Northern",656.61,257.18
"1912",2018-09-20,"Western",1169.35,62.03
"1913",2018-09-20,"Southern",631.14,95.33
"1914",2018-09-20,"Eastern",456.4,79
"1915",2018-09-20,"NorthEastern",30.22,31.18
"1916",2018-09-21,"Northern",656.61,257.18
"1917",2018-09-21,"Western",1169.35,62.03
"1918",2018-09-21,"Southern",631.54,95.33
"1919",2018-09-21,"Eastern",456.4,79
"1920",2018-09-21,"NorthEastern",30.22,31.18
"1921",2018-09-22,"Northern",656.61,257.18
"1922",2018-09-22,"Western",1189.57,62.03
"1923",2018-09-22,"Southern",630.87,95.33
"1924",2018-09-22,"Eastern",456.4,79
"1925",2018-09-22,"NorthEastern",30.22,31.18
"1926",2018-09-23,"Northern",657.49,257.18
"1927",2018-09-23,"Western",1189.57,62.03
"1928",2018-09-23,"Southern",641.37,95.33
"1929",2018-09-23,"Eastern",456.4,79
"1930",2018-09-23,"NorthEastern",30.22,31.18
"1931",2018-09-24,"Northern",657.49,257.18
"1932",2018-09-24,"Western",1189.57,62.03
"1933",2018-09-24,"Southern",641.37,95.33
"1934",2018-09-24,"Eastern",456.4,79
"1935",2018-09-24,"NorthEastern",30.22,31.18
"1936",2018-09-25,"Northern",661.99,257.18
"1937",2018-09-25,"Western",1192.31,62.03
"1938",2018-09-25,"Southern",641.37,95.33
"1939",2018-09-25,"Eastern",462.23,79
"1940",2018-09-25,"NorthEastern",30.22,31.18
"1941",2018-09-26,"Northern",661.99,257.18
"1942",2018-09-26,"Western",1213.93,62.03
"1943",2018-09-26,"Southern",641.37,95.33
"1944",2018-09-26,"Eastern",462.23,79
"1945",2018-09-26,"NorthEastern",30.22,31.18
"1946",2018-09-27,"Northern",661.99,257.18
"1947",2018-09-27,"Western",1213.93,62.03
"1948",2018-09-27,"Southern",641.37,95.33
"1949",2018-09-27,"Eastern",466.73,79
"1950",2018-09-27,"NorthEastern",30.22,31.18
"1951",2018-09-28,"Northern",661.99,257.18
"1952",2018-09-28,"Western",1213.93,62.03
"1953",2018-09-28,"Southern",641.37,95.33
"1954",2018-09-28,"Eastern",466.73,79
"1955",2018-09-28,"NorthEastern",30.22,31.18
"1956",2018-09-29,"Northern",661.99,257.18
"1957",2018-09-29,"Western",1213.93,62.03
"1958",2018-09-29,"Southern",641.37,95.33
"1959",2018-09-29,"Eastern",466.73,79
"1960",2018-09-29,"NorthEastern",30.22,31.18
"1961",2018-09-30,"Northern",661.99,257.18
"1962",2018-09-30,"Western",1213.93,62.03
"1963",2018-09-30,"Southern",641.37,95.33
"1964",2018-09-30,"Eastern",467.79,79
"1965",2018-09-30,"NorthEastern",30.22,31.18
"1966",2018-10-01,"Northern",647.58,153.81
"1967",2018-10-01,"Western",1221.79,40.2
"1968",2018-10-01,"Southern",632.48,74.8
"1969",2018-10-01,"Eastern",485.84,55.26
"1970",2018-10-01,"NorthEastern",31.58,21.86
"1971",2018-10-02,"Northern",647.58,153.81
"1972",2018-10-02,"Western",1232.47,40.2
"1973",2018-10-02,"Southern",632.48,74.8
"1974",2018-10-02,"Eastern",485.84,55.26
"1975",2018-10-02,"NorthEastern",31.58,21.86
"1976",2018-10-03,"Northern",647.58,153.81
"1977",2018-10-03,"Western",1232.47,40.2
"1978",2018-10-03,"Southern",628.48,74.8
"1979",2018-10-03,"Eastern",485.84,55.26
"1980",2018-10-03,"NorthEastern",31.58,21.86
"1981",2018-10-04,"Northern",647.58,153.81
"1982",2018-10-04,"Western",1232.47,40.2
"1983",2018-10-04,"Southern",628.48,74.8
"1984",2018-10-04,"Eastern",485.84,55.26
"1985",2018-10-04,"NorthEastern",31.58,21.86
"1986",2018-10-05,"Northern",650.77,153.81
"1987",2018-10-05,"Western",1232.47,40.2
"1988",2018-10-05,"Southern",628.48,74.8
"1989",2018-10-05,"Eastern",485.84,55.26
"1990",2018-10-05,"NorthEastern",31.58,21.86
"1991",2018-10-06,"Northern",650.77,153.81
"1992",2018-10-06,"Western",1232.47,40.2
"1993",2018-10-06,"Southern",632.56,74.8
"1994",2018-10-06,"Eastern",485.84,55.26
"1995",2018-10-06,"NorthEastern",31.58,21.86
"1996",2018-10-07,"Northern",650.77,153.81
"1997",2018-10-07,"Western",1232.47,40.2
"1998",2018-10-07,"Southern",632.56,74.8
"1999",2018-10-07,"Eastern",485.84,55.26
"2000",2018-10-07,"NorthEastern",31.58,21.86
"2001",2018-10-08,"Northern",650.77,153.81
"2002",2018-10-08,"Western",1246.64,40.2
"2003",2018-10-08,"Southern",632.56,74.8
"2004",2018-10-08,"Eastern",485.84,55.26
"2005",2018-10-08,"NorthEastern",31.58,21.86
"2006",2018-10-09,"Northern",653.12,153.81
"2007",2018-10-09,"Western",1246.64,40.2
"2008",2018-10-09,"Southern",632.56,74.8
"2009",2018-10-09,"Eastern",485.84,55.26
"2010",2018-10-09,"NorthEastern",31.58,21.86
"2011",2018-10-10,"Northern",653.12,153.81
"2012",2018-10-10,"Western",1246.64,40.2
"2013",2018-10-10,"Southern",632.56,74.8
"2014",2018-10-10,"Eastern",485.84,55.26
"2015",2018-10-10,"NorthEastern",31.58,21.86
"2016",2018-10-11,"Northern",653.12,153.81
"2017",2018-10-11,"Western",1246.64,40.2
"2018",2018-10-11,"Southern",637.18,74.8
"2019",2018-10-11,"Eastern",485.84,55.26
"2020",2018-10-11,"NorthEastern",31.58,21.86
"2021",2018-10-12,"Northern",650.64,153.81
"2022",2018-10-12,"Western",1246.64,40.2
"2023",2018-10-12,"Southern",637.78,74.8
"2024",2018-10-12,"Eastern",485.84,55.26
"2025",2018-10-12,"NorthEastern",31.58,21.86
"2026",2018-10-13,"Northern",652.27,153.81
"2027",2018-10-13,"Western",1250.27,40.2
"2028",2018-10-13,"Southern",637.78,74.8
"2029",2018-10-13,"Eastern",481.42,55.26
"2030",2018-10-13,"NorthEastern",31.58,21.86
"2031",2018-10-14,"Northern",652.27,153.81
"2032",2018-10-14,"Western",1250.27,40.2
"2033",2018-10-14,"Southern",637.78,74.8
"2034",2018-10-14,"Eastern",481.42,55.26
"2035",2018-10-14,"NorthEastern",31.58,21.86
"2036",2018-10-15,"Northern",648.53,153.81
"2037",2018-10-15,"Western",1250.27,40.2
"2038",2018-10-15,"Southern",636.21,74.8
"2039",2018-10-15,"Eastern",481.42,55.26
"2040",2018-10-15,"NorthEastern",31.58,21.86
"2041",2018-10-16,"Northern",641.27,153.81
"2042",2018-10-16,"Western",1250.27,40.2
"2043",2018-10-16,"Southern",630.12,74.8
"2044",2018-10-16,"Eastern",481.42,55.26
"2045",2018-10-16,"NorthEastern",31.58,21.86
"2046",2018-10-17,"Northern",641.27,153.81
"2047",2018-10-17,"Western",1250.27,40.2
"2048",2018-10-17,"Southern",630.12,74.8
"2049",2018-10-17,"Eastern",484.42,55.26
"2050",2018-10-17,"NorthEastern",31.58,21.86
"2051",2018-10-18,"Northern",641.27,153.81
"2052",2018-10-18,"Western",1250.27,40.2
"2053",2018-10-18,"Southern",630.12,74.8
"2054",2018-10-18,"Eastern",484.42,55.26
"2055",2018-10-18,"NorthEastern",31.58,21.86
"2056",2018-10-19,"Northern",645.59,153.81
"2057",2018-10-19,"Western",1247.52,40.2
"2058",2018-10-19,"Southern",630.12,74.8
"2059",2018-10-19,"Eastern",484.42,55.26
"2060",2018-10-19,"NorthEastern",31.58,21.86
"2061",2018-10-20,"Northern",647.59,153.81
"2062",2018-10-20,"Western",1247.52,40.2
"2063",2018-10-20,"Southern",630.12,74.8
"2064",2018-10-20,"Eastern",484.42,55.26
"2065",2018-10-20,"NorthEastern",31.58,21.86
"2066",2018-10-21,"Northern",645.29,153.81
"2067",2018-10-21,"Western",1247.52,40.2
"2068",2018-10-21,"Southern",630.42,74.8
"2069",2018-10-21,"Eastern",484.42,55.26
"2070",2018-10-21,"NorthEastern",31.58,21.86
"2071",2018-10-22,"Northern",645.29,153.81
"2072",2018-10-22,"Western",1247.52,40.2
"2073",2018-10-22,"Southern",630.42,74.8
"2074",2018-10-22,"Eastern",484.42,55.26
"2075",2018-10-22,"NorthEastern",31.58,21.86
"2076",2018-10-23,"Northern",645.66,153.81
"2077",2018-10-23,"Western",1247.52,40.2
"2078",2018-10-23,"Southern",630.42,74.8
"2079",2018-10-23,"Eastern",484.42,55.26
"2080",2018-10-23,"NorthEastern",31.58,21.86
"2081",2018-10-24,"Northern",646.14,153.81
"2082",2018-10-24,"Western",1247.52,40.2
"2083",2018-10-24,"Southern",630.42,74.8
"2084",2018-10-24,"Eastern",484.42,55.26
"2085",2018-10-24,"NorthEastern",31.58,21.86
"2086",2018-10-25,"Northern",646.14,153.81
"2087",2018-10-25,"Western",1247.52,40.2
"2088",2018-10-25,"Southern",633.56,74.8
"2089",2018-10-25,"Eastern",484.42,55.26
"2090",2018-10-25,"NorthEastern",31.58,21.86
"2091",2018-10-26,"Northern",646.14,153.81
"2092",2018-10-26,"Western",1258.44,40.2
"2093",2018-10-26,"Southern",646.73,74.8
"2094",2018-10-26,"Eastern",484.42,55.26
"2095",2018-10-26,"NorthEastern",31.58,21.86
"2096",2018-10-27,"Northern",646.14,153.81
"2097",2018-10-27,"Western",1258.44,40.2
"2098",2018-10-27,"Southern",646.73,74.8
"2099",2018-10-27,"Eastern",484.42,55.26
"2100",2018-10-27,"NorthEastern",31.58,21.86
"2101",2018-10-28,"Northern",646.14,153.81
"2102",2018-10-28,"Western",1258.44,40.2
"2103",2018-10-28,"Southern",646.73,74.8
"2104",2018-10-28,"Eastern",484.42,55.26
"2105",2018-10-28,"NorthEastern",31.58,21.86
"2106",2018-10-29,"Northern",648.71,153.81
"2107",2018-10-29,"Western",1262.44,40.2
"2108",2018-10-29,"Southern",646.73,74.8
"2109",2018-10-29,"Eastern",482.31,55.26
"2110",2018-10-29,"NorthEastern",31.58,21.86
"2111",2018-10-30,"Northern",649.02,153.81
"2112",2018-10-30,"Western",1262.44,40.2
"2113",2018-10-30,"Southern",646.73,74.8
"2114",2018-10-30,"Eastern",482.31,55.26
"2115",2018-10-30,"NorthEastern",31.58,21.86
"2116",2018-10-31,"Northern",657.02,153.81
"2117",2018-10-31,"Western",1262.44,40.2
"2118",2018-10-31,"Southern",647.42,74.8
"2119",2018-10-31,"Eastern",482.31,55.26
"2120",2018-10-31,"NorthEastern",31.58,21.86
"2121",2018-11-01,"Northern",655.95,115.79
"2122",2018-11-01,"Western",1243.87,40.29
"2123",2018-11-01,"Southern",625.78,59.93
"2124",2018-11-01,"Eastern",482.39,31.2
"2125",2018-11-01,"NorthEastern",31.75,14.37
"2126",2018-11-02,"Northern",659.28,115.79
"2127",2018-11-02,"Western",1243.87,40.29
"2128",2018-11-02,"Southern",629.85,59.93
"2129",2018-11-02,"Eastern",482.39,31.2
"2130",2018-11-02,"NorthEastern",31.75,14.37
"2131",2018-11-03,"Northern",659.42,115.79
"2132",2018-11-03,"Western",1243.87,40.29
"2133",2018-11-03,"Southern",629.85,59.93
"2134",2018-11-03,"Eastern",482.39,31.2
"2135",2018-11-03,"NorthEastern",31.75,14.37
"2136",2018-11-04,"Northern",661.61,115.79
"2137",2018-11-04,"Western",1243.87,40.29
"2138",2018-11-04,"Southern",631.44,59.93
"2139",2018-11-04,"Eastern",482.39,31.2
"2140",2018-11-04,"NorthEastern",31.75,14.37
"2141",2018-11-05,"Northern",662.15,115.79
"2142",2018-11-05,"Western",1243.17,40.29
"2143",2018-11-05,"Southern",631.44,59.93
"2144",2018-11-05,"Eastern",484.51,31.2
"2145",2018-11-05,"NorthEastern",31.75,14.37
"2146",2018-11-06,"Northern",650.55,115.79
"2147",2018-11-06,"Western",1243.17,40.29
"2148",2018-11-06,"Southern",630.96,59.93
"2149",2018-11-06,"Eastern",484.51,31.2
"2150",2018-11-06,"NorthEastern",31.75,14.37
"2151",2018-11-07,"Northern",650.55,115.79
"2152",2018-11-07,"Western",1243.17,40.29
"2153",2018-11-07,"Southern",630.96,59.93
"2154",2018-11-07,"Eastern",488.93,31.2
"2155",2018-11-07,"NorthEastern",31.75,14.37
"2156",2018-11-08,"Northern",650.55,115.79
"2157",2018-11-08,"Western",1243.17,40.29
"2158",2018-11-08,"Southern",630.96,59.93
"2159",2018-11-08,"Eastern",488.93,31.2
"2160",2018-11-08,"NorthEastern",31.75,14.37
"2161",2018-11-09,"Northern",643.92,115.79
"2162",2018-11-09,"Western",1243.17,40.29
"2163",2018-11-09,"Southern",620.83,59.93
"2164",2018-11-09,"Eastern",488.93,31.2
"2165",2018-11-09,"NorthEastern",31.75,14.37
"2166",2018-11-10,"Northern",629.42,115.79
"2167",2018-11-10,"Western",1243.17,40.29
"2168",2018-11-10,"Southern",619.23,59.93
"2169",2018-11-10,"Eastern",478.82,31.2
"2170",2018-11-10,"NorthEastern",31.75,14.37
"2171",2018-11-11,"Northern",624.02,115.79
"2172",2018-11-11,"Western",1243.17,40.29
"2173",2018-11-11,"Southern",619.23,59.93
"2174",2018-11-11,"Eastern",481.92,31.2
"2175",2018-11-11,"NorthEastern",31.75,14.37
"2176",2018-11-12,"Northern",624.02,115.79
"2177",2018-11-12,"Western",1243.17,40.29
"2178",2018-11-12,"Southern",619.23,59.93
"2179",2018-11-12,"Eastern",471.04,31.2
"2180",2018-11-12,"NorthEastern",31.75,14.37
"2181",2018-11-13,"Northern",624.02,115.79
"2182",2018-11-13,"Western",1243.17,40.29
"2183",2018-11-13,"Southern",619.23,59.93
"2184",2018-11-13,"Eastern",471.04,31.2
"2185",2018-11-13,"NorthEastern",31.75,14.37
"2186",2018-11-14,"Northern",624.02,115.79
"2187",2018-11-14,"Western",1242.38,40.29
"2188",2018-11-14,"Southern",619.23,59.93
"2189",2018-11-14,"Eastern",471.04,31.2
"2190",2018-11-14,"NorthEastern",31.75,14.37
"2191",2018-11-15,"Northern",621.52,115.79
"2192",2018-11-15,"Western",1239.31,40.29
"2193",2018-11-15,"Southern",619.23,59.93
"2194",2018-11-15,"Eastern",468.47,31.2
"2195",2018-11-15,"NorthEastern",31.75,14.37
"2196",2018-11-16,"Northern",628.65,115.79
"2197",2018-11-16,"Western",1239.31,40.29
"2198",2018-11-16,"Southern",632.1,59.93
"2199",2018-11-16,"Eastern",459.14,31.2
"2200",2018-11-16,"NorthEastern",31.75,14.37
"2201",2018-11-17,"Northern",628.65,115.79
"2202",2018-11-17,"Western",1239.31,40.29
"2203",2018-11-17,"Southern",632.1,59.93
"2204",2018-11-17,"Eastern",459.14,31.2
"2205",2018-11-17,"NorthEastern",31.75,14.37
"2206",2018-11-18,"Northern",626.01,115.79
"2207",2018-11-18,"Western",1239.31,40.29
"2208",2018-11-18,"Southern",632.1,59.93
"2209",2018-11-18,"Eastern",459.14,31.2
"2210",2018-11-18,"NorthEastern",31.75,14.37
"2211",2018-11-19,"Northern",626.01,115.79
"2212",2018-11-19,"Western",1235.23,40.29
"2213",2018-11-19,"Southern",632.1,59.93
"2214",2018-11-19,"Eastern",459.14,31.2
"2215",2018-11-19,"NorthEastern",31.75,14.37
"2216",2018-11-20,"Northern",600.75,115.79
"2217",2018-11-20,"Western",1229.02,40.29
"2218",2018-11-20,"Southern",632.1,59.93
"2219",2018-11-20,"Eastern",459.14,31.2
"2220",2018-11-20,"NorthEastern",31.75,14.37
"2221",2018-11-21,"Northern",603.05,115.79
"2222",2018-11-21,"Western",1229.02,40.29
"2223",2018-11-21,"Southern",632.1,59.93
"2224",2018-11-21,"Eastern",459.14,31.2
"2225",2018-11-21,"NorthEastern",31.75,14.37
"2226",2018-11-22,"Northern",603.05,115.79
"2227",2018-11-22,"Western",1229.02,40.29
"2228",2018-11-22,"Southern",635.21,59.93
"2229",2018-11-22,"Eastern",459.14,31.2
"2230",2018-11-22,"NorthEastern",31.75,14.37
"2231",2018-11-23,"Northern",603.05,115.79
"2232",2018-11-23,"Western",1229.02,40.29
"2233",2018-11-23,"Southern",635.21,59.93
"2234",2018-11-23,"Eastern",464.35,31.2
"2235",2018-11-23,"NorthEastern",31.75,14.37
"2236",2018-11-24,"Northern",603.05,115.79
"2237",2018-11-24,"Western",1233.1,40.29
"2238",2018-11-24,"Southern",635.21,59.93
"2239",2018-11-24,"Eastern",464.35,31.2
"2240",2018-11-24,"NorthEastern",31.75,14.37
"2241",2018-11-25,"Northern",603.05,115.79
"2242",2018-11-25,"Western",1233.8,40.29
"2243",2018-11-25,"Southern",644.04,59.93
"2244",2018-11-25,"Eastern",464.35,31.2
"2245",2018-11-25,"NorthEastern",31.75,14.37
"2246",2018-11-26,"Northern",608.29,115.79
"2247",2018-11-26,"Western",1233.8,40.29
"2248",2018-11-26,"Southern",647.44,59.93
"2249",2018-11-26,"Eastern",464.35,31.2
"2250",2018-11-26,"NorthEastern",31.75,14.37
"2251",2018-11-27,"Northern",608.29,115.79
"2252",2018-11-27,"Western",1233.8,40.29
"2253",2018-11-27,"Southern",647.44,59.93
"2254",2018-11-27,"Eastern",464.35,31.2
"2255",2018-11-27,"NorthEastern",31.75,14.37
"2256",2018-11-28,"Northern",608.29,115.79
"2257",2018-11-28,"Western",1233.8,40.29
"2258",2018-11-28,"Southern",647.44,59.93
"2259",2018-11-28,"Eastern",464.35,31.2
"2260",2018-11-28,"NorthEastern",31.75,14.37
"2261",2018-11-29,"Northern",608.29,115.79
"2262",2018-11-29,"Western",1233.8,40.29
"2263",2018-11-29,"Southern",647.44,59.93
"2264",2018-11-29,"Eastern",464.35,31.2
"2265",2018-11-29,"NorthEastern",31.75,14.37
"2266",2018-11-30,"Northern",618.29,115.79
"2267",2018-11-30,"Western",1234.59,40.29
"2268",2018-11-30,"Southern",649.04,59.93
"2269",2018-11-30,"Eastern",470.02,31.2
"2270",2018-11-30,"NorthEastern",31.75,14.37
"2271",2018-12-01,"Northern",611,103.54
"2272",2018-12-01,"Western",1176.98,36.84
"2273",2018-12-01,"Southern",631.01,56.93
"2274",2018-12-01,"Eastern",464.61,22.67
"2275",2018-12-01,"NorthEastern",31.65,11.1
"2276",2018-12-02,"Northern",611,103.54
"2277",2018-12-02,"Western",1193.24,36.84
"2278",2018-12-02,"Southern",631.01,56.93
"2279",2018-12-02,"Eastern",458.92,22.67
"2280",2018-12-02,"NorthEastern",31.65,11.1
"2281",2018-12-03,"Northern",611,103.54
"2282",2018-12-03,"Western",1193.24,36.84
"2283",2018-12-03,"Southern",631.01,56.93
"2284",2018-12-03,"Eastern",458.92,22.67
"2285",2018-12-03,"NorthEastern",31.65,11.1
"2286",2018-12-04,"Northern",617.57,103.54
"2287",2018-12-04,"Western",1193.24,36.84
"2288",2018-12-04,"Southern",641.12,56.93
"2289",2018-12-04,"Eastern",458.92,22.67
"2290",2018-12-04,"NorthEastern",31.65,11.1
"2291",2018-12-05,"Northern",616.85,103.54
"2292",2018-12-05,"Western",1189.44,36.84
"2293",2018-12-05,"Southern",640.67,56.93
"2294",2018-12-05,"Eastern",458.92,22.67
"2295",2018-12-05,"NorthEastern",31.65,11.1
"2296",2018-12-06,"Northern",627.58,103.54
"2297",2018-12-06,"Western",1202.63,36.84
"2298",2018-12-06,"Southern",640.67,56.93
"2299",2018-12-06,"Eastern",458.92,22.67
"2300",2018-12-06,"NorthEastern",31.65,11.1
"2301",2018-12-07,"Northern",628.04,103.54
"2302",2018-12-07,"Western",1202.63,36.84
"2303",2018-12-07,"Southern",643.19,56.93
"2304",2018-12-07,"Eastern",458.92,22.67
"2305",2018-12-07,"NorthEastern",31.65,11.1
"2306",2018-12-08,"Northern",628.3,103.54
"2307",2018-12-08,"Western",1198.75,36.84
"2308",2018-12-08,"Southern",643.19,56.93
"2309",2018-12-08,"Eastern",458.92,22.67
"2310",2018-12-08,"NorthEastern",31.65,11.1
"2311",2018-12-09,"Northern",630.65,103.54
"2312",2018-12-09,"Western",1198,36.84
"2313",2018-12-09,"Southern",644.24,56.93
