"","Date","Region","Thermal.Generation.Actual..in.MU.","Hydro.Generation.Actual..in.MU."
"2559",2019-01-27,"Eastern",498.35,22.84
"2560",2019-01-27,"NorthEastern",31.73,9.4
"2561",2019-01-28,"Northern",667.97,96.87
"2562",2019-01-28,"Western",1231.74,36.29
"2563",2019-01-28,"Southern",673.85,60.3
"2564",2019-01-28,"Eastern",498.35,22.84
"2565",2019-01-28,"NorthEastern",31.73,9.4
"2566",2019-01-29,"Northern",667.97,96.87
"2567",2019-01-29,"Western",1231.74,36.29
"2568",2019-01-29,"Southern",673.85,60.3
"2569",2019-01-29,"Eastern",498.35,22.84
"2570",2019-01-29,"NorthEastern",31.73,9.4
"2571",2019-01-30,"Northern",665.49,96.87
"2572",2019-01-30,"Western",1231.57,36.29
"2573",2019-01-30,"Southern",673.85,60.3
"2574",2019-01-30,"Eastern",498.35,22.84
"2575",2019-01-30,"NorthEastern",31.73,9.4
"2576",2019-01-31,"Northern",683.32,96.87
"2577",2019-01-31,"Western",1231.57,36.29
"2578",2019-01-31,"Southern",678.25,60.3
"2579",2019-01-31,"Eastern",498.35,22.84
"2580",2019-01-31,"NorthEastern",31.73,9.4
"2581",2019-02-01,"Northern",659.86,105.09
"2582",2019-02-01,"Western",1213.57,35.58
"2583",2019-02-01,"Southern",682.45,66.95
"2584",2019-02-01,"Eastern",497.42,24
"2585",2019-02-01,"NorthEastern",31.81,8.62
"2586",2019-02-02,"Northern",659.86,105.09
"2587",2019-02-02,"Western",1213.57,35.58
"2588",2019-02-02,"Southern",682.45,66.95
"2589",2019-02-02,"Eastern",497.42,24
"2590",2019-02-02,"NorthEastern",31.81,8.62
"2591",2019-02-03,"Northern",659.86,105.09
"2592",2019-02-03,"Western",1213.55,35.58
"2593",2019-02-03,"Southern",682.45,66.95
"2594",2019-02-03,"Eastern",497.42,24
"2595",2019-02-03,"NorthEastern",31.81,8.62
"2596",2019-02-04,"Northern",659.86,105.09
"2597",2019-02-04,"Western",1213.55,35.58
"2598",2019-02-04,"Southern",682.45,66.95
"2599",2019-02-04,"Eastern",497.42,24
"2600",2019-02-04,"NorthEastern",31.81,8.62
"2601",2019-02-05,"Northern",659.86,105.09
"2602",2019-02-05,"Western",1213.55,35.58
"2603",2019-02-05,"Southern",682.45,66.95
"2604",2019-02-05,"Eastern",497.42,24
"2605",2019-02-05,"NorthEastern",31.81,8.62
"2606",2019-02-06,"Northern",660.73,105.09
"2607",2019-02-06,"Western",1215.94,35.58
"2608",2019-02-06,"Southern",682.45,66.95
"2609",2019-02-06,"Eastern",497.42,24
"2610",2019-02-06,"NorthEastern",31.81,8.62
"2611",2019-02-07,"Northern",663.23,105.09
"2612",2019-02-07,"Western",1215.94,35.58
"2613",2019-02-07,"Southern",682.45,66.95
"2614",2019-02-07,"Eastern",497.42,24
"2615",2019-02-07,"NorthEastern",31.81,8.62
"2616",2019-02-08,"Northern",669.11,105.09
"2617",2019-02-08,"Western",1215.94,35.58
"2618",2019-02-08,"Southern",682.45,66.95
"2619",2019-02-08,"Eastern",492.71,24
"2620",2019-02-08,"NorthEastern",31.81,8.62
"2621",2019-02-09,"Northern",658.98,105.09
"2622",2019-02-09,"Western",1216.94,35.58
"2623",2019-02-09,"Southern",682.45,66.95
"2624",2019-02-09,"Eastern",492.71,24
"2625",2019-02-09,"NorthEastern",31.81,8.62
"2626",2019-02-10,"Northern",658.98,105.09
"2627",2019-02-10,"Western",1216.94,35.58
"2628",2019-02-10,"Southern",670.34,66.95
"2629",2019-02-10,"Eastern",492.71,24
"2630",2019-02-10,"NorthEastern",31.81,8.62
"2631",2019-02-11,"Northern",655.48,105.09
"2632",2019-02-11,"Western",1226,35.58
"2633",2019-02-11,"Southern",670.34,66.95
"2634",2019-02-11,"Eastern",497.1,24
"2635",2019-02-11,"NorthEastern",31.81,8.62
"2636",2019-02-12,"Northern",655.48,105.09
"2637",2019-02-12,"Western",1226,35.58
"2638",2019-02-12,"Southern",670.34,66.95
"2639",2019-02-12,"Eastern",497.1,24
"2640",2019-02-12,"NorthEastern",31.81,8.62
"2641",2019-02-13,"Northern",656.17,105.09
"2642",2019-02-13,"Western",1228,35.58
"2643",2019-02-13,"Southern",670.34,66.95
"2644",2019-02-13,"Eastern",497.1,24
"2645",2019-02-13,"NorthEastern",31.81,8.62
"2646",2019-02-14,"Northern",664.91,105.09
"2647",2019-02-14,"Western",1228,35.58
"2648",2019-02-14,"Southern",670.34,66.95
"2649",2019-02-14,"Eastern",497.1,24
"2650",2019-02-14,"NorthEastern",31.81,8.62
"2651",2019-02-15,"Northern",664.91,105.09
"2652",2019-02-15,"Western",1228,35.58
"2653",2019-02-15,"Southern",670.34,66.95
"2654",2019-02-15,"Eastern",497.1,24
"2655",2019-02-15,"NorthEastern",31.81,8.62
"2656",2019-02-16,"Northern",664.91,105.09
"2657",2019-02-16,"Western",1228,35.58
"2658",2019-02-16,"Southern",670.34,66.95
"2659",2019-02-16,"Eastern",497.1,24
"2660",2019-02-16,"NorthEastern",31.81,8.62
"2661",2019-02-17,"Northern",664.91,105.09
"2662",2019-02-17,"Western",1229.92,35.58
"2663",2019-02-17,"Southern",670.34,66.95
"2664",2019-02-17,"Eastern",497.1,24
"2665",2019-02-17,"NorthEastern",31.81,8.62
"2666",2019-02-18,"Northern",664.91,105.09
"2667",2019-02-18,"Western",1232.19,35.58
"2668",2019-02-18,"Southern",661.63,66.95
"2669",2019-02-18,"Eastern",497.1,24
"2670",2019-02-18,"NorthEastern",31.81,8.62
"2671",2019-02-19,"Northern",664.91,105.09
"2672",2019-02-19,"Western",1247.79,35.58
"2673",2019-02-19,"Southern",661.63,66.95
"2674",2019-02-19,"Eastern",497.1,24
"2675",2019-02-19,"NorthEastern",31.81,8.62
"2676",2019-02-20,"Northern",664.88,105.09
"2677",2019-02-20,"Western",1244.58,35.58
"2678",2019-02-20,"Southern",661.63,66.95
"2679",2019-02-20,"Eastern",497.1,24
"2680",2019-02-20,"NorthEastern",31.81,8.62
"2681",2019-02-21,"Northern",665.92,105.09
"2682",2019-02-21,"Western",1254.08,35.58
"2683",2019-02-21,"Southern",661.63,66.95
"2684",2019-02-21,"Eastern",504.35,24
"2685",2019-02-21,"NorthEastern",31.81,8.62
"2686",2019-02-22,"Northern",665.06,105.09
"2687",2019-02-22,"Western",1254.08,35.58
"2688",2019-02-22,"Southern",661.63,66.95
"2689",2019-02-22,"Eastern",504.35,24
"2690",2019-02-22,"NorthEastern",31.81,8.62
"2691",2019-02-23,"Northern",665.06,105.09
"2692",2019-02-23,"Western",1254.08,35.58
"2693",2019-02-23,"Southern",661.63,66.95
"2694",2019-02-23,"Eastern",504.35,24
"2695",2019-02-23,"NorthEastern",31.81,8.62
"2696",2019-02-24,"Northern",670.86,105.09
"2697",2019-02-24,"Western",1254.08,35.58
"2698",2019-02-24,"Southern",661.63,66.95
"2699",2019-02-24,"Eastern",504.35,24
"2700",2019-02-24,"NorthEastern",31.81,8.62
"2701",2019-02-25,"Northern",670.86,105.09
"2702",2019-02-25,"Western",1254.08,35.58
"2703",2019-02-25,"Southern",661.63,66.95
"2704",2019-02-25,"Eastern",504.35,24
"2705",2019-02-25,"NorthEastern",31.81,8.62
"2706",2019-02-26,"Northern",670.86,105.09
"2707",2019-02-26,"Western",1264.41,35.58
"2708",2019-02-26,"Southern",661.63,66.95
"2709",2019-02-26,"Eastern",504.35,24
"2710",2019-02-26,"NorthEastern",31.81,8.62
"2711",2019-02-27,"Northern",670.86,105.09
"2712",2019-02-27,"Western",1264.41,35.58
"2713",2019-02-27,"Southern",661.63,66.95
"2714",2019-02-27,"Eastern",504.35,24
"2715",2019-02-27,"NorthEastern",31.81,8.62
"2716",2019-02-28,"Northern",673.21,105.09
"2717",2019-02-28,"Western",1269.41,35.58
"2718",2019-02-28,"Southern",661.63,66.95
"2719",2019-02-28,"Eastern",504.35,24
"2720",2019-02-28,"NorthEastern",31.81,8.62
"2721",2019-03-01,"Northern",668.42,121.72
"2722",2019-03-01,"Western",1270.71,34.47
"2723",2019-03-01,"Southern",657.97,73.41
"2724",2019-03-01,"Eastern",504.47,29.22
"2725",2019-03-01,"NorthEastern",31.7,9.21
"2726",2019-03-02,"Northern",668.42,121.72
"2727",2019-03-02,"Western",1270.71,34.47
"2728",2019-03-02,"Southern",657.97,73.41
"2729",2019-03-02,"Eastern",504.47,29.22
"2730",2019-03-02,"NorthEastern",31.7,9.21
"2731",2019-03-03,"Northern",668.42,121.72
"2732",2019-03-03,"Western",1270.71,34.47
"2733",2019-03-03,"Southern",657.97,73.41
"2734",2019-03-03,"Eastern",504.47,29.22
"2735",2019-03-03,"NorthEastern",31.7,9.21
"2736",2019-03-04,"Northern",669.28,121.72
"2737",2019-03-04,"Western",1270.71,34.47
"2738",2019-03-04,"Southern",657.97,73.41
"2739",2019-03-04,"Eastern",504.47,29.22
"2740",2019-03-04,"NorthEastern",31.7,9.21
"2741",2019-03-05,"Northern",669.28,121.72
"2742",2019-03-05,"Western",1270.71,34.47
"2743",2019-03-05,"Southern",657.97,73.41
"2744",2019-03-05,"Eastern",504.47,29.22
"2745",2019-03-05,"NorthEastern",31.7,9.21
"2746",2019-03-06,"Northern",671.43,121.72
"2747",2019-03-06,"Western",1270.71,34.47
"2748",2019-03-06,"Southern",657.97,73.41
"2749",2019-03-06,"Eastern",504.47,29.22
"2750",2019-03-06,"NorthEastern",31.7,9.21
"2751",2019-03-07,"Northern",668.95,121.72
"2752",2019-03-07,"Western",1270.71,34.47
"2753",2019-03-07,"Southern",657.97,73.41
"2754",2019-03-07,"Eastern",504.47,29.22
"2755",2019-03-07,"NorthEastern",31.7,9.21
"2756",2019-03-08,"Northern",669.81,121.72
"2757",2019-03-08,"Western",1270.71,34.47
"2758",2019-03-08,"Southern",657.97,73.41
"2759",2019-03-08,"Eastern",504.47,29.22
"2760",2019-03-08,"NorthEastern",31.7,9.21
"2761",2019-03-09,"Northern",669.81,121.72
"2762",2019-03-09,"Western",1270.71,34.47
"2763",2019-03-09,"Southern",657.97,73.41
"2764",2019-03-09,"Eastern",504.47,29.22
"2765",2019-03-09,"NorthEastern",31.7,9.21
"2766",2019-03-10,"Northern",669.81,121.72
"2767",2019-03-10,"Western",1270.71,34.47
"2768",2019-03-10,"Southern",657.97,73.41
"2769",2019-03-10,"Eastern",504.47,29.22
"2770",2019-03-10,"NorthEastern",31.7,9.21
"2771",2019-03-11,"Northern",669.81,121.72
"2772",2019-03-11,"Western",1270.71,34.47
"2773",2019-03-11,"Southern",666.68,73.41
"2774",2019-03-11,"Eastern",504.47,29.22
"2775",2019-03-11,"NorthEastern",31.7,9.21
"2776",2019-03-12,"Northern",669.81,121.72
"2777",2019-03-12,"Western",1270.71,34.47
"2778",2019-03-12,"Southern",678.58,73.41
"2779",2019-03-12,"Eastern",504.47,29.22
"2780",2019-03-12,"NorthEastern",31.7,9.21
"2781",2019-03-13,"Northern",665.93,121.72
"2782",2019-03-13,"Western",1273.92,34.47
"2783",2019-03-13,"Southern",678.58,73.41
"2784",2019-03-13,"Eastern",504.47,29.22
"2785",2019-03-13,"NorthEastern",31.7,9.21
"2786",2019-03-14,"Northern",654.78,121.72
"2787",2019-03-14,"Western",1273.92,34.47
"2788",2019-03-14,"Southern",678.58,73.41
"2789",2019-03-14,"Eastern",504.47,29.22
"2790",2019-03-14,"NorthEastern",31.7,9.21
"2791",2019-03-15,"Northern",654.91,121.72
"2792",2019-03-15,"Western",1269.92,34.47
"2793",2019-03-15,"Southern",678.58,73.41
"2794",2019-03-15,"Eastern",504.47,29.22
"2795",2019-03-15,"NorthEastern",31.7,9.21
"2796",2019-03-16,"Northern",654.91,121.72
"2797",2019-03-16,"Western",1267.32,34.47
"2798",2019-03-16,"Southern",678.58,73.41
"2799",2019-03-16,"Eastern",508.97,29.22
"2800",2019-03-16,"NorthEastern",31.7,9.21
"2801",2019-03-17,"Northern",654.91,121.72
"2802",2019-03-17,"Western",1267.32,34.47
"2803",2019-03-17,"Southern",678.58,73.41
"2804",2019-03-17,"Eastern",508.97,29.22
"2805",2019-03-17,"NorthEastern",31.7,9.21
"2806",2019-03-18,"Northern",660.12,121.72
"2807",2019-03-18,"Western",1267.32,34.47
"2808",2019-03-18,"Southern",678.58,73.41
"2809",2019-03-18,"Eastern",508.97,29.22
"2810",2019-03-18,"NorthEastern",31.7,9.21
"2811",2019-03-19,"Northern",669.66,121.72
"2812",2019-03-19,"Western",1267.32,34.47
"2813",2019-03-19,"Southern",678.58,73.41
"2814",2019-03-19,"Eastern",508.97,29.22
"2815",2019-03-19,"NorthEastern",31.7,9.21
"2816",2019-03-20,"Northern",659.45,121.72
"2817",2019-03-20,"Western",1251.69,34.47
"2818",2019-03-20,"Southern",678.58,73.41
"2819",2019-03-20,"Eastern",508.97,29.22
"2820",2019-03-20,"NorthEastern",31.7,9.21
"2821",2019-03-21,"Northern",658.49,121.72
"2822",2019-03-21,"Western",1251.69,34.47
"2823",2019-03-21,"Southern",678.58,73.41
"2824",2019-03-21,"Eastern",508.97,29.22
"2825",2019-03-21,"NorthEastern",31.7,9.21
"2826",2019-03-22,"Northern",658.49,121.72
"2827",2019-03-22,"Western",1251.69,34.47
"2828",2019-03-22,"Southern",678.58,73.41
"2829",2019-03-22,"Eastern",500.87,29.22
"2830",2019-03-22,"NorthEastern",31.7,9.21
"2831",2019-03-23,"Northern",660.84,121.72
"2832",2019-03-23,"Western",1251.69,34.47
"2833",2019-03-23,"Southern",678.58,73.41
"2834",2019-03-23,"Eastern",500.87,29.22
"2835",2019-03-23,"NorthEastern",31.7,9.21
"2836",2019-03-24,"Northern",660.84,121.72
"2837",2019-03-24,"Western",1251.69,34.47
"2838",2019-03-24,"Southern",678.58,73.41
"2839",2019-03-24,"Eastern",500.87,29.22
"2840",2019-03-24,"NorthEastern",31.7,9.21
"2841",2019-03-25,"Northern",660.84,121.72
"2842",2019-03-25,"Western",1251.69,34.47
"2843",2019-03-25,"Southern",678.58,73.41
"2844",2019-03-25,"Eastern",500.87,29.22
"2845",2019-03-25,"NorthEastern",31.7,9.21
"2846",2019-03-26,"Northern",669.84,121.72
"2847",2019-03-26,"Western",1251.69,34.47
"2848",2019-03-26,"Southern",678.58,73.41
"2849",2019-03-26,"Eastern",500.87,29.22
"2850",2019-03-26,"NorthEastern",31.7,9.21
"2851",2019-03-27,"Northern",669.84,121.72
"2852",2019-03-27,"Western",1251.69,34.47
"2853",2019-03-27,"Southern",678.58,73.41
"2854",2019-03-27,"Eastern",500.87,29.22
"2855",2019-03-27,"NorthEastern",31.7,9.21
"2856",2019-03-28,"Northern",678.07,121.72
"2857",2019-03-28,"Western",1251.69,34.47
"2858",2019-03-28,"Southern",678.58,73.41
"2859",2019-03-28,"Eastern",500.87,29.22
"2860",2019-03-28,"NorthEastern",31.7,9.21
"2861",2019-03-29,"Northern",678.07,121.72
"2862",2019-03-29,"Western",1251.69,34.47
"2863",2019-03-29,"Southern",678.58,73.41
"2864",2019-03-29,"Eastern",500.87,29.22
"2865",2019-03-29,"NorthEastern",31.7,9.21
"2866",2019-03-30,"Northern",678.07,121.72
"2867",2019-03-30,"Western",1251.69,34.47
"2868",2019-03-30,"Southern",678.58,73.41
"2869",2019-03-30,"Eastern",500.87,29.22
"2870",2019-03-30,"NorthEastern",31.7,9.21
"2871",2019-03-31,"Northern",678.07,121.72
"2872",2019-03-31,"Western",1251.69,34.47
"2873",2019-03-31,"Southern",678.58,73.41
"2874",2019-03-31,"Eastern",500.87,29.22
"2875",2019-03-31,"NorthEastern",31.7,9.21
"2876",2019-04-01,"Northern",694.44,159.92
"2877",2019-04-01,"Western",1391.86,32.58
"2878",2019-04-01,"Southern",666.7,76.25
"2879",2019-04-01,"Eastern",526.12,44.26
"2880",2019-04-01,"NorthEastern",36.46,4.92
"2881",2019-04-02,"Northern",694.44,159.92
"2882",2019-04-02,"Western",1387.86,32.58
"2883",2019-04-02,"Southern",666.7,76.25
"2884",2019-04-02,"Eastern",526.12,44.26
"2885",2019-04-02,"NorthEastern",36.46,4.92
"2886",2019-04-03,"Northern",691.8,159.92
"2887",2019-04-03,"Western",1387.86,32.58
"2888",2019-04-03,"Southern",666.7,76.25
"2889",2019-04-03,"Eastern",526.12,44.26
"2890",2019-04-03,"NorthEastern",36.46,4.92
"2891",2019-04-04,"Northern",691.8,159.92
"2892",2019-04-04,"Western",1387.86,32.58
"2893",2019-04-04,"Southern",666.7,76.25
"2894",2019-04-04,"Eastern",526.12,44.26
"2895",2019-04-04,"NorthEastern",36.46,4.92
"2896",2019-04-05,"Northern",684.12,159.92
"2897",2019-04-05,"Western",1387.86,32.58
"2898",2019-04-05,"Southern",666.7,76.25
"2899",2019-04-05,"Eastern",526.12,44.26
"2900",2019-04-05,"NorthEastern",36.46,4.92
"2901",2019-04-06,"Northern",684.12,159.92
"2902",2019-04-06,"Western",1387.86,32.58
"2903",2019-04-06,"Southern",666.7,76.25
"2904",2019-04-06,"Eastern",515.16,44.26
"2905",2019-04-06,"NorthEastern",36.46,4.92
"2906",2019-04-07,"Northern",684.12,159.92
"2907",2019-04-07,"Western",1387.86,32.58
"2908",2019-04-07,"Southern",666.7,76.25
"2909",2019-04-07,"Eastern",515.16,44.26
"2910",2019-04-07,"NorthEastern",36.46,4.92
"2911",2019-04-08,"Northern",684.12,159.92
"2912",2019-04-08,"Western",1387.86,32.58
"2913",2019-04-08,"Southern",666.7,76.25
"2914",2019-04-08,"Eastern",515.16,44.26
"2915",2019-04-08,"NorthEastern",36.46,4.92
"2916",2019-04-09,"Northern",684.16,159.92
"2917",2019-04-09,"Western",1387.86,32.58
"2918",2019-04-09,"Southern",666.7,76.25
"2919",2019-04-09,"Eastern",515.16,44.26
"2920",2019-04-09,"NorthEastern",36.46,4.92
"2921",2019-04-10,"Northern",684.16,159.92
"2922",2019-04-10,"Western",1387.86,32.58
"2923",2019-04-10,"Southern",662.8,76.25
"2924",2019-04-10,"Eastern",515.16,44.26
"2925",2019-04-10,"NorthEastern",36.46,4.92
"2926",2019-04-11,"Northern",698.95,159.92
"2927",2019-04-11,"Western",1387.86,32.58
"2928",2019-04-11,"Southern",662.8,76.25
"2929",2019-04-11,"Eastern",515.16,44.26
"2930",2019-04-11,"NorthEastern",36.46,4.92
"2931",2019-04-12,"Northern",698.95,159.92
"2932",2019-04-12,"Western",1387.86,32.58
"2933",2019-04-12,"Southern",662.8,76.25
"2934",2019-04-12,"Eastern",515.16,44.26
"2935",2019-04-12,"NorthEastern",36.46,4.92
"2936",2019-04-13,"Northern",700.17,159.92
"2937",2019-04-13,"Western",1387.86,32.58
"2938",2019-04-13,"Southern",662.8,76.25
"2939",2019-04-13,"Eastern",515.16,44.26
"2940",2019-04-13,"NorthEastern",36.46,4.92
"2941",2019-04-14,"Northern",700.21,159.92
"2942",2019-04-14,"Western",1387.86,32.58
"2943",2019-04-14,"Southern",662.8,76.25
"2944",2019-04-14,"Eastern",515.16,44.26
"2945",2019-04-14,"NorthEastern",36.46,4.92
"2946",2019-04-15,"Northern",697.43,159.92
"2947",2019-04-15,"Western",1386.79,32.58
"2948",2019-04-15,"Southern",662.8,76.25
"2949",2019-04-15,"Eastern",515.16,44.26
"2950",2019-04-15,"NorthEastern",36.46,4.92
"2951",2019-04-16,"Northern",697.43,159.92
"2952",2019-04-16,"Western",1386.79,32.58
"2953",2019-04-16,"Southern",662.8,76.25
"2954",2019-04-16,"Eastern",511.16,44.26
"2955",2019-04-16,"NorthEastern",36.46,4.92
"2956",2019-04-17,"Northern",697.43,159.92
"2957",2019-04-17,"Western",1386.79,32.58
"2958",2019-04-17,"Southern",662.8,76.25
"2959",2019-04-17,"Eastern",511.16,44.26
"2960",2019-04-17,"NorthEastern",36.46,4.92
"2961",2019-04-18,"Northern",694.78,159.92
"2962",2019-04-18,"Western",1386.79,32.58
"2963",2019-04-18,"Southern",662.8,76.25
"2964",2019-04-18,"Eastern",511.16,44.26
"2965",2019-04-18,"NorthEastern",36.46,4.92
"2966",2019-04-19,"Northern",694.78,159.92
"2967",2019-04-19,"Western",1386.79,32.58
"2968",2019-04-19,"Southern",662.8,76.25
"2969",2019-04-19,"Eastern",511.16,44.26
"2970",2019-04-19,"NorthEastern",36.46,4.92
"2971",2019-04-20,"Northern",686.78,159.92
"2972",2019-04-20,"Western",1386.79,32.58
"2973",2019-04-20,"Southern",666.7,76.25
"2974",2019-04-20,"Eastern",511.16,44.26
"2975",2019-04-20,"NorthEastern",36.46,4.92
"2976",2019-04-21,"Northern",688.88,159.92
"2977",2019-04-21,"Western",1386.79,32.58
"2978",2019-04-21,"Southern",677.3,76.25
"2979",2019-04-21,"Eastern",511.16,44.26
"2980",2019-04-21,"NorthEastern",36.46,4.92
"2981",2019-04-22,"Northern",688.88,159.92
"2982",2019-04-22,"Western",1385.69,32.58
"2983",2019-04-22,"Southern",677.3,76.25
"2984",2019-04-22,"Eastern",511.16,44.26
"2985",2019-04-22,"NorthEastern",36.46,4.92
"2986",2019-04-23,"Northern",688.88,159.92
"2987",2019-04-23,"Western",1385.69,32.58
"2988",2019-04-23,"Southern",677.3,76.25
"2989",2019-04-23,"Eastern",511.16,44.26
"2990",2019-04-23,"NorthEastern",36.46,4.92
"2991",2019-04-24,"Northern",689.08,159.92
"2992",2019-04-24,"Western",1385.69,32.58
"2993",2019-04-24,"Southern",677.3,76.25
"2994",2019-04-24,"Eastern",511.16,44.26
"2995",2019-04-24,"NorthEastern",36.46,4.92
"2996",2019-04-25,"Northern",694.08,159.92
"2997",2019-04-25,"Western",1385.69,32.58
"2998",2019-04-25,"Southern",677.3,76.25
"2999",2019-04-25,"Eastern",511.16,44.26
"3000",2019-04-25,"NorthEastern",36.46,4.92
"3001",2019-04-26,"Northern",693.92,159.92
"3002",2019-04-26,"Western",1389.89,32.58
"3003",2019-04-26,"Southern",667.02,76.25
"3004",2019-04-26,"Eastern",511.16,44.26
"3005",2019-04-26,"NorthEastern",36.46,4.92
"3006",2019-04-27,"Northern",696.7,159.92
"3007",2019-04-27,"Western",1389.89,32.58
"3008",2019-04-27,"Southern",667.02,76.25
"3009",2019-04-27,"Eastern",511.16,44.26
"3010",2019-04-27,"NorthEastern",36.46,4.92
"3011",2019-04-28,"Northern",693.89,159.92
"3012",2019-04-28,"Western",1389.89,32.58
"3013",2019-04-28,"Southern",667.02,76.25
"3014",2019-04-28,"Eastern",511.16,44.26
"3015",2019-04-28,"NorthEastern",36.46,4.92
"3016",2019-04-29,"Northern",693.89,159.92
"3017",2019-04-29,"Western",1389.89,32.58
"3018",2019-04-29,"Southern",667.02,76.25
"3019",2019-04-29,"Eastern",511.16,44.26
"3020",2019-04-29,"NorthEastern",36.46,4.92
"3021",2019-04-30,"Northern",693.79,159.92
"3022",2019-04-30,"Western",1385.55,32.58
"3023",2019-04-30,"Southern",667.02,76.25
"3024",2019-04-30,"Eastern",511.16,44.26
"3025",2019-04-30,"NorthEastern",36.46,4.92
"3026",2019-05-01,"Northern",706.34,260.86
"3027",2019-05-01,"Western",1395.69,25.19
"3028",2019-05-01,"Southern",662.73,65.75
"3029",2019-05-01,"Eastern",516.85,53.28
"3030",2019-05-01,"NorthEastern",36.63,13.71
"3031",2019-05-02,"Northern",706.34,260.86
"3032",2019-05-02,"Western",1394.89,25.19
"3033",2019-05-02,"Southern",662.73,65.75
"3034",2019-05-02,"Eastern",516.85,53.28
"3035",2019-05-02,"NorthEastern",36.63,13.71
"3036",2019-05-03,"Northern",709.86,260.86
"3037",2019-05-03,"Western",1394.21,25.19
"3038",2019-05-03,"Southern",662.73,65.75
"3039",2019-05-03,"Eastern",516.85,53.28
"3040",2019-05-03,"NorthEastern",36.63,13.71
"3041",2019-05-04,"Northern",707.89,260.86
"3042",2019-05-04,"Western",1394.21,25.19
"3043",2019-05-04,"Southern",662.73,65.75
"3044",2019-05-04,"Eastern",528.1,53.28
"3045",2019-05-04,"NorthEastern",36.63,13.71
"3046",2019-05-05,"Northern",707.89,260.86
"3047",2019-05-05,"Western",1394.21,25.19
"3048",2019-05-05,"Southern",662.73,65.75
"3049",2019-05-05,"Eastern",528.1,53.28
"3050",2019-05-05,"NorthEastern",36.63,13.71
"3051",2019-05-06,"Northern",721.17,260.86
"3052",2019-05-06,"Western",1395.97,25.19
"3053",2019-05-06,"Southern",662.73,65.75
"3054",2019-05-06,"Eastern",534.18,53.28
"3055",2019-05-06,"NorthEastern",36.63,13.71
"3056",2019-05-07,"Northern",721.17,260.86
"3057",2019-05-07,"Western",1395.97,25.19
"3058",2019-05-07,"Southern",662.73,65.75
"3059",2019-05-07,"Eastern",534.18,53.28
"3060",2019-05-07,"NorthEastern",36.63,13.71
"3061",2019-05-08,"Northern",721.17,260.86
"3062",2019-05-08,"Western",1395.97,25.19
"3063",2019-05-08,"Southern",662.73,65.75
"3064",2019-05-08,"Eastern",539.76,53.28
"3065",2019-05-08,"NorthEastern",36.63,13.71
"3066",2019-05-09,"Northern",721.17,260.86
"3067",2019-05-09,"Western",1395.97,25.19
"3068",2019-05-09,"Southern",662.73,65.75
"3069",2019-05-09,"Eastern",539.76,53.28
"3070",2019-05-09,"NorthEastern",36.63,13.71
"3071",2019-05-10,"Northern",723.99,260.86
"3072",2019-05-10,"Western",1395.97,25.19
"3073",2019-05-10,"Southern",662.73,65.75
"3074",2019-05-10,"Eastern",539.76,53.28
"3075",2019-05-10,"NorthEastern",36.63,13.71
"3076",2019-05-11,"Northern",721.34,260.86
"3077",2019-05-11,"Western",1395.97,25.19
"3078",2019-05-11,"Southern",662.73,65.75
"3079",2019-05-11,"Eastern",539.76,53.28
"3080",2019-05-11,"NorthEastern",36.63,13.71
"3081",2019-05-12,"Northern",721.34,260.86
"3082",2019-05-12,"Western",1395.97,25.19
"3083",2019-05-12,"Southern",662.73,65.75
"3084",2019-05-12,"Eastern",539.76,53.28
"3085",2019-05-12,"NorthEastern",36.63,13.71
"3086",2019-05-13,"Northern",721.34,260.86
"3087",2019-05-13,"Western",1395.97,25.19
"3088",2019-05-13,"Southern",662.73,65.75
"3089",2019-05-13,"Eastern",539.76,53.28
"3090",2019-05-13,"NorthEastern",36.63,13.71
"3091",2019-05-14,"Northern",721.34,260.86
"3092",2019-05-14,"Western",1395.97,25.19
"3093",2019-05-14,"Southern",662.73,65.75
"3094",2019-05-14,"Eastern",530.07,53.28
"3095",2019-05-14,"NorthEastern",36.63,13.71
"3096",2019-05-15,"Northern",721.34,260.86
"3097",2019-05-15,"Western",1395.97,25.19
"3098",2019-05-15,"Southern",662.73,65.75
"3099",2019-05-15,"Eastern",530.07,53.28
"3100",2019-05-15,"NorthEastern",36.63,13.71
"3101",2019-05-16,"Northern",733.97,260.86
"3102",2019-05-16,"Western",1395.97,25.19
"3103",2019-05-16,"Southern",662.73,65.75
"3104",2019-05-16,"Eastern",530.07,53.28
"3105",2019-05-16,"NorthEastern",36.63,13.71
"3106",2019-05-17,"Northern",733.97,260.86
"3107",2019-05-17,"Western",1382.72,25.19
"3108",2019-05-17,"Southern",662.73,65.75
"3109",2019-05-17,"Eastern",530.07,53.28
"3110",2019-05-17,"NorthEastern",36.63,13.71
"3111",2019-05-18,"Northern",730.15,260.86
"3112",2019-05-18,"Western",1382.72,25.19
"3113",2019-05-18,"Southern",662.73,65.75
"3114",2019-05-18,"Eastern",530.07,53.28
"3115",2019-05-18,"NorthEastern",36.63,13.71
"3116",2019-05-19,"Northern",730.15,260.86
"3117",2019-05-19,"Western",1382.72,25.19
"3118",2019-05-19,"Southern",662.73,65.75
"3119",2019-05-19,"Eastern",530.07,53.28
"3120",2019-05-19,"NorthEastern",36.63,13.71
"3121",2019-05-20,"Northern",730.15,260.86
"3122",2019-05-20,"Western",1382.72,25.19
"3123",2019-05-20,"Southern",662.73,65.75
